Season,Name,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2019,"Jordan Yamamoto","MIA",78.2,325,4.4619,54,13,0,42,39,11,36,1,5,82,0.191489361,0.292307692,0.354609929,0.28085227457829465,17585
2019,"Tanner Scott","BAL",26.1,122,4.7848,28,5,0,17,14,4,19,2,2,37,0.277227722,0.401639344,0.445544554,0.36281201591094336,17586
2019,"Mitch Keller","PIT",48,227,7.125,72,17,3,41,38,6,16,0,1,65,0.347826086,0.393805309,0.545893719,0.3923602502430435,17594
2019,"Tanner Rainey","WSN",48.1,214,3.9103,32,7,1,22,21,6,38,2,4,74,0.188235294,0.349056603,0.347058823,0.30982513370968046,17610
2019,"Taylor Clarke","ARI",84.2,369,5.315,86,17,4,55,50,23,30,0,6,68,0.262996941,0.331521739,0.550458715,0.361294345687265,17611
2019,"Jeffrey Springs","TEX",32.1,155,6.4021,38,11,1,23,23,4,23,0,0,32,0.294573643,0.396103896,0.488372093,0.3745363602390537,17677
2019,"Rogelio Armenteros","HOU",18,75,4,17,2,0,9,8,1,5,0,0,18,0.242857142,0.293333333,0.314285714,0.2666511837641398,17679
2019,"Pedro Araujo","BAL",0.2,4,26.9987,2,0,0,2,2,1,1,0,0,0,0.666666666,0.75,1.666666666,0.8748594671487808,17697
2019,"Evan Phillips","BAL",28,140,6.4286,32,8,0,20,20,2,20,0,5,40,0.285714285,0.410071942,0.410714285,0.3607605425573939,17734
2019,"Tyler Alexander","DET",53.2,235,4.8634,68,13,3,30,29,9,7,0,2,47,0.302222222,0.327659574,0.506666666,0.3469068580485405,17735
2019,"Sandy Baez","DET",1,5,9,2,1,0,1,1,0,0,0,0,0,0.4,0.4,0.6,0.4172542929649353,17754
2019,"Jose Alvarado","TBR",30,146,4.8,29,4,1,18,16,2,27,3,0,39,0.254385964,0.391608391,0.359649122,0.3283798030444554,17780
2019,"Trey Wingenter","SDP",51,218,5.6471,34,8,1,32,32,5,28,0,5,72,0.186813186,0.30875576,0.324175824,0.2823800950006406,17793
2019,"Dillon Tate","BAL",21,93,6.4286,18,3,0,15,15,3,9,0,5,20,0.23076923,0.344086021,0.384615384,0.31949051926212924,17796
2019,"Daniel Zamora","NYM",8.2,41,5.1923,10,3,0,5,5,1,5,1,1,8,0.294117647,0.390243902,0.470588235,0.3571891561150551,17811
2019,"Adbert Alzolay","CHC",12.1,60,7.2973,13,2,0,10,10,4,9,0,1,13,0.26,0.383333333,0.54,0.3868431687355042,17859
2019,"Jose Rodriguez","LAA",19.2,84,2.7458,17,1,0,6,6,5,11,0,0,13,0.232876712,0.333333333,0.452054794,0.3342055259715943,17860
2019,"Ian Gibaut","2 Tms",14.1,64,5.6512,12,4,0,9,9,1,10,1,1,16,0.235294117,0.359375,0.372549019,0.3146874639723036,17871
2019,"Nestor Cortes","NYY",66.2,298,5.67,75,9,0,44,42,16,28,1,1,69,0.280898876,0.348993288,0.494382022,0.3529295835029397,17874
2019,"Dennis Santana","LAD",5,27,7.2,6,0,1,4,4,1,4,0,2,6,0.3,0.444444444,0.55,0.4128366841210259,17878
2019,"Adonis Rosa","NYY",2,7,4.5,1,0,0,1,1,1,0,0,0,2,0.142857142,0.142857142,0.571428571,0.2770765849522182,17942
2019,"Trent Thornton","TOR",154.1,677,4.8402,156,29,4,87,83,24,61,0,5,149,0.258706467,0.328402366,0.43946932,0.32506413272852025,17948
2019,"Brock Burke","TEX",26.2,120,7.425,30,6,0,22,22,6,11,0,2,14,0.285714285,0.361344537,0.514285714,0.3665697815037575,17968
2019,"Peter Lambert","COL",89.1,420,7.2537,119,29,5,74,72,18,36,3,6,57,0.320754716,0.38701923,0.571428571,0.395154212490987,17969
2019,"Ty France","SDP",2,8,4.5,2,0,0,1,1,1,0,0,0,0,0.25,0.25,0.625,0.35114292055368423,17982
2019,"Bobby Poyner","BOS",11.2,49,6.9428,10,2,1,9,9,2,5,0,1,11,0.232558139,0.326530612,0.465116279,0.3338804244995117,17987
2019,"Logan Webb","SFG",39.2,174,5.2185,44,9,2,25,23,5,14,0,1,37,0.278481012,0.339080459,0.455696202,0.3358507564013032,17995
2019,"Peter Fairbanks","2 Tms",21,99,6.8571,25,7,0,20,16,5,10,0,0,28,0.280898876,0.353535353,0.528089887,0.36790070088222776,17998
2019,"Tanner Anderson","OAK",22.1,105,6.0448,30,2,0,16,15,4,7,1,0,18,0.30927835,0.35576923,0.453608247,0.3417846045447785,18029
2019,"Dylan Moore","SEA",1,10,36,5,0,0,4,4,0,2,0,0,0,0.625,0.7,0.625,0.5728625357151031,18042
2019,"Phil Maton","2 Tms",36.2,163,6.1364,38,10,1,27,25,7,12,0,2,33,0.258503401,0.322981366,0.482993197,0.3378044803690466,18064
2019,"Matt Hall","DET",23.1,113,7.7143,28,3,1,20,20,4,15,1,1,27,0.288659793,0.38938053,0.463917525,0.36350568543587414,18076
2019,"Cody Stashak","MIN",25,104,3.24,29,8,1,9,9,3,1,0,1,25,0.287128712,0.298076923,0.475247524,0.3199401085193341,18088
2019,"Chance Adams","NYY",25.1,124,8.5263,39,12,0,25,24,7,11,0,2,23,0.351351351,0.419354838,0.648648648,0.44032693389923344,18135
2019,"Ryan Helsley","STL",36.2,153,2.9455,34,9,1,13,12,5,12,2,0,32,0.244604316,0.302631578,0.431654676,0.30401437878608706,18138
2019,"Art Warren","SEA",5.1,21,0,2,0,0,0,0,0,2,0,0,5,0.105263157,0.19047619,0.105263157,0.14856207370758057,18251
2019,"Zac Grotz","SEA",17.1,73,4.1539,14,3,0,9,8,0,8,1,1,18,0.222222222,0.315068493,0.269841269,0.26065208348963,18256
2019,"Jarlin Garcia","MIA",50.2,206,3.0197,40,5,1,17,17,4,16,2,2,39,0.216216216,0.282926829,0.318918918,0.2589224324437785,18282
2019,"Tyler Kinley","MIA",49.1,221,3.6487,43,7,0,20,20,5,36,2,1,46,0.23756906,0.363636363,0.359116022,0.31817148748887786,18297
2019,"Andrew Suarez","SFG",32.2,148,5.7857,39,10,1,23,21,7,14,2,1,25,0.302325581,0.364864864,0.558139534,0.37354049780597426,18300
2019,"Taylor Guilbeau","SEA",12.1,51,3.6487,10,0,1,6,5,2,3,1,1,7,0.212765957,0.274509803,0.382978723,0.2719028687477112,18306
2019,"Carson Fulmer","CHW",27.1,133,6.2561,26,3,0,22,19,5,20,0,3,25,0.242990654,0.368421052,0.411214953,0.33807625403081565,18311
2019,"Pedro Payano","TEX",22,103,5.7273,26,7,0,17,14,3,15,0,1,17,0.302325581,0.411764705,0.488372093,0.38551575938860577,18313
2019,"Jacob Waguespack","TOR",78,335,4.3846,75,17,2,43,38,12,29,0,5,63,0.249169435,0.325373134,0.438538205,0.3250540162200358,18318
2019,"Josh Sborz","LAD",9,40,8,10,4,0,8,8,2,4,0,0,7,0.285714285,0.35,0.571428571,0.37463340163230896,18323
2019,"Taylor Hearn","TEX",0.1,8,108.0108,3,1,0,5,4,0,4,0,0,0,0.75,0.875,1,0.7146320939064026,18325
2019,"Alex Young","ARI",83.1,349,3.564,72,16,0,40,33,14,27,4,4,71,0.228571428,0.297687861,0.412698412,0.29794524880180584,18333
2019,"Josh Staumont","KCR",19.1,88,3.7241,21,6,0,13,8,4,10,1,1,15,0.272727272,0.363636363,0.506493506,0.36270891934975813,18335
2019,"Nick Anderson","2 Tms",65,264,3.3231,52,11,2,24,24,8,18,4,2,110,0.213991769,0.272727272,0.374485596,0.26930002317978785,18337
2019,"Jaime Barria","LAA",82.2,365,6.4234,92,23,2,61,59,24,27,0,2,75,0.275449101,0.331506849,0.571856287,0.37002649225600776,18356
2019,"Tom Eshelman","BAL",36,164,6.5,47,6,0,31,26,12,11,1,1,22,0.313333333,0.359756097,0.593333333,0.3890502460163795,18361
2019,"Mike Soroka","ATL",174.2,701,2.6794,153,21,2,56,52,14,41,1,7,142,0.236476043,0.288378766,0.340030911,0.271957211538978,18383
2019,"Enyel De Los Santos","PHI",11,46,7.3636,13,0,0,9,9,4,5,0,0,9,0.31707317,0.391304347,0.609756097,0.4138278766818669,18403
2019,"Jose Urquidy","HOU",41,167,3.9512,38,8,0,18,18,6,7,0,0,40,0.240506329,0.272727272,0.405063291,0.2852919159513531,18413
2019,"Trevor Kelley","BOS",8.1,40,8.64,9,4,0,8,8,2,5,0,0,6,0.29032258,0.35,0.612903225,0.37015058249235155,18454
2019,"Junior Fernandez","STL",11.2,54,5.4,9,0,0,7,7,2,6,0,4,16,0.204545454,0.351851851,0.34090909,0.31453618186491505,18496
2019,"Kenta Maeda","LAD",153.2,624,4.0412,114,21,4,70,69,22,51,1,4,169,0.202127659,0.27170418,0.370567375,0.27373764873894707,18498
2019,"Josh Rogers","BAL",14.1,69,8.7907,18,3,0,14,14,7,6,0,4,5,0.305084745,0.405797101,0.711864406,0.4522062920141911,18510
2019,"Dylan Cease","CHW",73,326,5.7945,78,13,2,51,47,15,35,1,2,81,0.270833333,0.352760736,0.486111111,0.3526686176886925,18525
2019,"Logan Allen","2 Tms",27.2,127,6.1807,36,10,1,20,19,4,13,0,2,17,0.330275229,0.408,0.550458715,0.40102251863479615,18555
2019,"Travis Bergen","SFG",19.2,85,5.4915,18,7,0,12,12,4,9,2,1,18,0.24,0.329411764,0.493333333,0.33630508543497106,18581
2019,"Travis Lakins","BOS",23.1,102,3.8571,23,8,1,11,10,1,10,1,1,18,0.258426966,0.333333333,0.404494382,0.31127352525692176,18600
2019,"Jared Walsh","LAA",5,23,1.8,3,0,0,1,1,0,6,0,0,5,0.176470588,0.391304347,0.176470588,0.2935038623602494,18607
2019,"A.J. Minter","ATL",29.1,147,7.0568,36,9,0,23,23,3,23,5,1,35,0.297520661,0.410958904,0.446280991,0.36016792566218275,18655
2019,"Freddy Peralta","MIL",85,382,5.2941,87,19,2,58,50,15,37,1,2,115,0.256637168,0.332453825,0.457227138,0.333086499303737,18679
2019,"Sandy Alcantara","MIA",197.1,838,3.8767,179,43,2,94,85,23,81,5,8,151,0.240915208,0.321728691,0.39703903,0.30764062573080475,18684
2019,"Kolby Allard","TEX",45.1,208,4.9632,52,7,2,26,25,3,19,0,2,33,0.281081081,0.352657004,0.389189189,0.32237491169989396,18694
2019,"Seunghwan Oh","COL",18.1,88,9.3273,29,1,0,19,19,6,6,0,0,16,0.353658536,0.397727272,0.585365853,0.41053417866880243,18719
2019,"Dillon Peters","LAA",72,327,5.375,85,24,2,50,43,18,26,1,5,55,0.290102389,0.35582822,0.56996587,0.38054449704977183,18790
2019,"Miguel Del Pozo","LAA",9.1,45,10.6072,10,1,0,11,11,3,8,0,0,11,0.285714285,0.409090909,0.571428571,0.4039834575219588,18792
2019,"Drew Steckenrider","MIA",14.1,58,6.2791,9,0,0,10,10,6,5,0,1,14,0.173076923,0.258620689,0.519230769,0.31752977289002515,18806
2019,"Miguel Diaz","SDP",6.1,29,7.1053,9,3,1,5,5,1,1,0,2,4,0.346153846,0.413793103,0.653846153,0.43881722565354975,18815
2019,"Pedro Avila","SDP",5.1,23,1.6875,4,0,0,1,1,0,2,0,1,5,0.2,0.304347826,0.2,0.24253191377805627,18864
2019,"Kyle Keller","MIA",10.2,46,3.375,5,0,0,4,4,3,8,0,2,11,0.138888888,0.326086956,0.388888888,0.3156219720840454,18890
2019,"Robert Dugger","MIA",34.1,156,5.767,33,8,1,26,22,6,17,1,5,25,0.253846153,0.354838709,0.469230769,0.3454108319499276,19191
2019,"Conner Menez","SFG",17,73,5.2941,13,2,0,10,10,4,12,0,0,22,0.220338983,0.347222222,0.457627118,0.3411424681544304,19199
2019,"Jose Quijada","MIA",29.2,144,5.764,27,6,1,20,19,10,26,3,4,44,0.238938053,0.398601398,0.575221238,0.39767193964549474,19200
2019,"Dakota Hudson","STL",174.2,757,3.3492,160,37,0,80,65,22,86,8,9,136,0.245398773,0.338196286,0.403374233,0.3161295150623884,19206
2019,"Cole Irvin","PHI",41.2,181,5.832,45,8,0,28,27,7,13,1,3,31,0.277777777,0.338888888,0.456790123,0.3342986936009796,19244
2019,"Seranthony Dominguez","PHI",24.2,110,4.0135,24,2,1,13,11,3,12,0,1,29,0.25,0.339449541,0.385416666,0.3159324122131418,19249
2019,"Gerson Bautista","SEA",9,49,11,13,2,1,11,11,2,9,0,0,7,0.333333333,0.448979591,0.589743589,0.4287943815698429,19256
2019,"Justin Dunn","SEA",6.2,30,2.7,2,0,0,2,2,0,9,0,0,5,0.105263157,0.366666666,0.105263157,0.2650621692339579,19268
2019,"T.J. Zeuch","TOR",22.2,99,4.7647,22,7,0,13,12,2,11,0,0,20,0.25,0.333333333,0.397727272,0.31609955159100617,19269
2019,"Jacob Webb","ATL",32.1,131,1.3918,24,8,0,10,5,4,12,0,1,28,0.205128205,0.284615384,0.376068376,0.284073039660087,19274
2019,"Edgar Garcia","PHI",39,172,5.7692,38,5,0,25,25,11,26,2,0,45,0.265734265,0.374269005,0.531468531,0.3734712784106915,19276
2019,"Kyle Dowdy","TEX",22.1,110,7.2537,26,4,0,20,18,4,18,1,1,17,0.295454545,0.412844036,0.477272727,0.3771477269905585,19285
2019,"Zac Gallen","2 Tms",80,334,2.8125,62,16,1,26,25,8,36,1,4,96,0.211604095,0.305389221,0.354948805,0.2874611761118915,19291
2019,"Trevor Richards","2 Tms",135.1,580,4.0567,127,25,3,63,61,19,56,6,5,127,0.249019607,0.326956521,0.421568627,0.3155258758834879,19309
2019,"Reggie McClain","SEA",21,95,6,22,7,0,14,14,2,13,0,0,11,0.268292682,0.368421052,0.426829268,0.3439415222720096,19311
2019,"Cal Quantrill","SDP",103,443,5.1553,106,18,3,61,59,15,28,2,3,89,0.26044226,0.310657596,0.429975429,0.3110657334327698,19312
2019,"Eric Lauer","SDP",149.2,651,4.4499,158,35,0,82,74,20,51,4,5,138,0.268251273,0.330246913,0.429541595,0.3214028553562875,19316
2019,"Joey Lucchesi","SDP",163.2,686,4.1792,144,32,3,78,76,23,56,0,2,158,0.232633279,0.296622613,0.40549273,0.2981068722126943,19320
2019,"Matt Festa","SEA",22.1,101,5.6418,20,5,2,15,14,5,12,1,2,21,0.240963855,0.343434343,0.530120481,0.35538328423792004,19330
2019,"Richard Lovelady","KCR",20,96,7.65,30,8,1,17,17,2,8,2,1,17,0.352941176,0.410526315,0.54117647,0.3927410994806597,19337
2019,"Hector Velazquez","BOS",56.1,247,5.432,58,14,2,40,34,7,28,0,3,49,0.273584905,0.361788617,0.457547169,0.3479277666022138,19341
2019,"A.J. Puk","OAK",11.1,47,3.1765,10,1,0,4,4,1,5,0,0,13,0.238095238,0.319148936,0.333333333,0.28860704188651226,19343
2019,"Caleb Ferguson","LAD",44.2,204,4.8358,39,10,0,26,24,7,27,2,6,54,0.233532934,0.354679802,0.419161676,0.3305841429316582,19349
2019,"Corbin Burnes","MIL",49,235,8.8163,70,11,0,52,48,17,20,0,0,70,0.330188679,0.387931034,0.622641509,0.41674489296715833,19361
2019,"Walker Buehler","LAD",182.1,737,3.2578,153,29,5,77,66,20,37,0,7,215,0.223357664,0.26802721,0.367883211,0.26991236534248403,19374
2019,"Tony Gonsolin","LAD",40,163,2.925,26,9,0,15,13,4,15,0,1,37,0.178082191,0.257668711,0.321917808,0.2520653382400794,19388
2019,"Colin Poche","TBR",51.2,207,4.7032,33,6,1,27,27,9,19,1,5,72,0.181318681,0.276699029,0.373626373,0.27848551098893326,19403
2019,"Shane Bieber","CLE",214.1,859,3.2753,186,37,1,86,78,31,40,1,6,259,0.229629629,0.270711785,0.392592592,0.27996733805565077,19427
2019,"Patrick Sandoval","LAA",39.1,169,5.0339,35,9,0,22,22,6,19,0,1,42,0.239726027,0.329341317,0.424657534,0.3222404265118216,19447
2019,"Shaun Anderson","SFG",96,427,5.4375,111,24,1,61,58,13,38,3,2,70,0.290575916,0.356973995,0.460732984,0.3452928465037119,19453
2019,"Bryan Garcia","DET",6.2,33,12.1499,9,2,0,9,9,1,5,1,0,7,0.321428571,0.424242424,0.5,0.3859901912510395,19457
2019,"Jorge Alcala","MIN",1.2,7,0,1,0,0,0,0,0,1,0,0,1,0.166666666,0.285714285,0.166666666,0.22284311056137085,19459
2019,"Aaron Civale","CLE",57.2,227,2.341,44,15,2,18,15,4,16,0,1,46,0.215686274,0.269911504,0.367647058,0.26916386437627066,19479
2019,"Andrew Vasquez","MIN",0,3,27,0,0,0,3,3,0,2,0,1,0,0,1,0,0.6999349792798361,19482
2019,"Devin Smeltzer","MIN",49,202,3.8571,50,8,3,23,21,8,12,0,1,38,0.264550264,0.311881188,0.465608465,0.3257288313148045,19487
2019,"Mike Shawaryn","BOS",20.1,103,9.7377,26,6,0,22,22,5,13,0,5,29,0.309523809,0.427184466,0.559523809,0.41370565914413304,19495
2019,"Stephen Nogosek","NYM",6.2,34,10.7999,12,2,0,8,8,2,2,0,0,6,0.387096774,0.411764705,0.64516129,0.43087787487927603,19545
2019,"Jon Duplantier","ARI",36.2,163,4.4182,39,9,0,18,18,2,18,1,5,34,0.282608695,0.382716049,0.391304347,0.3385660851964299,19546
2019,"JD Hammer","PHI",19,81,3.7895,15,3,1,8,8,2,12,0,0,13,0.217391304,0.333333333,0.376811594,0.31071703301535714,19548
2019,"Geoff Hartlieb","PIT",35,171,9,52,10,2,35,35,8,18,0,0,38,0.351351351,0.411764705,0.608108108,0.41760997211231904,19558
2019,"David Bednar","SDP",11,48,6.5455,10,3,0,8,8,3,5,0,0,14,0.25,0.326086956,0.55,0.356489184110061,19569
2019,"Sean Poppen","MIN",8.1,36,7.56,10,3,1,7,7,1,5,0,0,9,0.322580645,0.416666666,0.580645161,0.41439036031564075,19583
2019,"Cionel Perez","HOU",9,40,10,11,2,0,10,10,3,2,0,0,7,0.289473684,0.325,0.578947368,0.3712542325258255,19614
2019,"Jordan Hicks","STL",28.2,110,3.1395,16,3,0,10,10,2,11,0,1,31,0.163265306,0.254545454,0.25510204,0.23097454742951826,19618
2019,"Eduardo Jimenez","DET",10.2,49,5.9062,12,4,0,7,7,1,5,0,0,8,0.272727272,0.346938775,0.431818181,0.33356972008335345,19642
2019,"Kyle Wright","ATL",19.2,93,8.6949,24,6,1,19,19,4,13,1,1,18,0.303797468,0.40860215,0.556962025,0.40103032018827356,19665
2019,"James Marvel","PIT",17.1,84,8.3077,25,9,0,16,16,4,6,0,2,9,0.337837837,0.402439024,0.621621621,0.4234586372608092,19675
2019,"Gregory Soto","DET",57.2,276,5.7746,74,14,2,39,37,9,33,1,0,45,0.308333333,0.387681159,0.495833333,0.3718084901029413,19677
2019,"Michael Brosseau","TBR",4,18,4.5,5,2,0,2,2,1,0,0,1,0,0.294117647,0.333333333,0.588235294,0.379516386323505,19683
2019,"Dustin May","LAD",34.2,141,3.6346,33,6,0,17,14,2,5,0,4,32,0.25,0.29787234,0.34090909,0.27835159817485944,19716
2019,"Jonathan Loaisiga","NYY",31.2,139,4.5474,31,7,0,16,16,6,16,0,1,37,0.262711864,0.345323741,0.474576271,0.34223543011027274,19753
2019,"Yoshihisa Hirano","ARI",53,233,4.7547,51,9,0,31,28,7,22,2,3,61,0.248780487,0.327586206,0.395121951,0.3083761857903522,19756
2019,"David McKay","2 Tms",26.1,115,5.4684,20,5,0,17,16,3,17,1,1,34,0.206185567,0.330434782,0.350515463,0.29913284642654553,19814
2019,"Darwinzon Hernandez","BOS",30.1,147,4.4506,27,10,0,18,15,1,26,1,3,57,0.23076923,0.383561643,0.341880341,0.32713727416663335,19848
2019,"Michael King","NYY",2,9,0,2,0,0,1,0,0,0,0,0,1,0.222222222,0.222222222,0.222222222,0.19324605994754368,19853
2019,"Griffin Canning","LAA",90.1,384,4.583,80,17,4,46,46,14,30,0,8,96,0.234604105,0.308093994,0.431085043,0.3121351123478643,19867
2019,"Kevin Ginkel","ARI",24.1,96,1.4795,15,3,0,7,4,2,9,0,0,28,0.174418604,0.252631578,0.279069767,0.23618724220677426,19876
2019,"Corbin Martin","HOU",19.1,92,5.5862,23,5,0,14,12,8,12,0,0,19,0.2875,0.380434782,0.65,0.41933930956799054,19884
2019,"Jose Suarez","LAA",81,375,7.1111,100,17,0,67,64,23,33,1,10,72,0.303951367,0.382352941,0.565349544,0.3934333541757619,19911
2019,"Jesus Luzardo","OAK",12,46,1.5,5,2,0,2,2,1,3,0,1,16,0.119047619,0.195652173,0.238095238,0.1935256188330443,19959
2019,"Zach Plesac","CLE",115.2,475,3.8127,102,25,2,52,49,19,40,0,3,88,0.237209302,0.306553911,0.437209302,0.314573481143403,19979
2019,"Jeremy Walker","ATL",9.1,38,1.9286,9,3,0,2,2,0,4,0,0,6,0.264705882,0.342105263,0.352941176,0.3060214268533807,19981
2019,"Bryse Wilson","ATL",20,93,7.2,26,10,1,18,16,5,10,1,0,16,0.320987654,0.395604395,0.654320987,0.42557845645480685,19990
2019,"Joel Kuhnel","CIN",9.2,42,4.6552,8,1,0,5,5,1,5,0,0,9,0.216216216,0.309523809,0.324324324,0.2815551530747187,19995
2019,"John Schreiber","DET",13,59,6.2308,16,1,0,9,9,3,4,0,1,19,0.296296296,0.355932203,0.481481481,0.35510090953212675,20020
2019,"Rico Garcia","COL",6,30,10.5,9,3,0,7,7,3,5,0,0,2,0.36,0.466666666,0.84,0.5176298399766286,20023
2019,"Phillip Diehl","COL",7.1,35,7.3637,10,5,0,6,6,1,2,0,1,8,0.3125,0.371428571,0.5625,0.38860260248184203,20030
2019,"Adrian Morejon","SDP",8,42,10.125,15,6,0,9,9,1,3,0,0,9,0.384615384,0.428571428,0.615384615,0.43493483180091497,20039
2019,"Ronald Bolanos","SDP",19.2,88,5.9491,17,6,1,13,13,3,12,0,1,19,0.229729729,0.34090909,0.459459459,0.33792738345536316,20041
2019,"Chris Paddack","SDP",140.2,568,3.327,107,21,1,58,52,23,31,1,6,153,0.204198473,0.255319148,0.379770992,0.2675454265059205,20099
2019,"Michel Baez","SDP",29.2,131,3.0337,25,7,0,10,10,3,14,2,3,28,0.223214285,0.323076923,0.366071428,0.29547303542494774,20100
2019,"James Karinchak","CLE",5.1,22,1.6875,3,1,0,1,1,0,1,0,0,8,0.15,0.181818181,0.2,0.1657351472161033,20151
2019,"Brendan McKay","TBR",49,216,5.1429,53,15,1,32,28,8,16,0,0,56,0.267676767,0.320930232,0.474747474,0.3328306511391041,20186
2019,"Yennsy Diaz","TOR",0.2,7,26.9987,1,0,0,2,2,0,4,0,0,0,0.333333333,0.714285714,0.333333333,0.5186836123466492,20218
2019,"Brusdar Graterol","MIN",9.2,40,4.6552,10,1,0,5,5,1,2,1,1,10,0.277777777,0.325,0.388888888,0.29545048414132535,20367
2019,"Andres Munoz","SDP",23,97,3.913,16,6,0,10,10,2,11,0,0,30,0.188235294,0.28125,0.329411764,0.26801203191280365,20373
2019,"Anthony Kay","TOR",14,63,5.7857,15,3,0,9,9,0,5,0,1,13,0.263157894,0.333333333,0.315789473,0.2897772741696191,20387
2019,"Nick Margevicius","SDP",57,263,6.7895,73,19,1,46,43,12,19,1,3,42,0.306722689,0.365384615,0.546218487,0.3789842285244621,20395
2019,"Huascar Ynoa","ATL",3,16,18,6,2,0,6,6,1,1,0,0,3,0.4,0.4375,0.733333333,0.47949879989027977,20468
2019,"Elvis Luciano","TOR",33.2,159,5.3465,36,11,0,20,20,4,24,1,3,27,0.27480916,0.396226415,0.450381679,0.36352926945384545,20632
2019,"Yusei Kikuchi","SEA",161.2,721,5.4557,195,41,6,109,98,36,50,0,6,116,0.295454545,0.3481276,0.539393939,0.36769300823238127,20633
2019,"Emmanuel Clase","TEX",23.1,94,2.3143,20,6,1,8,6,2,6,0,1,21,0.229885057,0.287234042,0.390804597,0.28866740110072686,21032
2019,"Randy Dobnak","MIN",28.1,118,1.5882,27,3,0,9,5,1,5,0,3,23,0.245454545,0.296610169,0.3,0.264403527065859,23798
